"income","gender","age","party","trump_approval","education","robots","climate_change","transformers","science_is_honest","vaccines_are_safe","books","ghosts","fed_sci_budget","earth_sun","wise_unwise"
28,"Female",68,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",50,"No","Too Low","FALSE","Wise and Unhappy"
129,"Female",51,"Republican","Strongly Approve","Some college","Unlikely","Real but not Caused by People",2,"Strongly Disagree","Somewhat Agree",3,"Yes","Too High","TRUE","Unwise and happy"
25,"Male",53,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",4,"Strongly Agree","Somewhat Disagree",10,"No","About Right","TRUE","Wise and Unhappy"
5,"Female",43,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Strongly Agree","Somewhat Agree",2,"No","Too Low","TRUE","Wise and Unhappy"
10,"Female",76,"Independent","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","TRUE","Wise and Unhappy"
124,"Male",44,"Independent","Strongly disapprove","College degree","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",20,"No","Too Low","FALSE","Unwise and happy"
41,"Female",75,"Republican","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",4,"No","About Right","TRUE","Unwise and happy"
56,"Female",35,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Disagree",20,"No","Too Low","TRUE","Wise and Unhappy"
43,"Female",43,"Independent","Strongly disapprove","Some college","Likely","Real but not Caused by People",4,"Somewhat Disagree","Somewhat Agree",3,"No","About Right","TRUE","Wise and Unhappy"
126,"Male",30,"Independent","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",3,"Somewhat Disagree","Strongly Agree",7,"No","Too Low","FALSE","Wise and Unhappy"
54,"Male",21,"Democrat","Somewhat Approve","High school","Likely","Not Real At All",0,"Somewhat Agree","Somewhat Agree",0,"No","About Right","TRUE","Unwise and happy"
132,"Male",34,"Independent","Somewhat Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Agree",5,"No","About Right","FALSE","Unwise and happy"
126,"Male",43,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",3,"No","Too Low","FALSE","Wise and Unhappy"
85,"Female",45,"Democrat","Strongly disapprove","High school","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",0,"No","Too High","TRUE","Wise and Unhappy"
100,"Male",20,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Strongly Agree",3,"No","About Right","FALSE","Wise and Unhappy"
44,"Female",47,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Somewhat Disagree",6,"Yes","Too Low","FALSE","Unwise and happy"
86,"Male",28,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Disagree",5,"No","About Right","FALSE","Wise and Unhappy"
96,"Female",22,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",40,"No","Too Low","TRUE","Wise and Unhappy"
152,"Female",42,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Strongly Agree","Somewhat Agree",10,"No","About Right","FALSE","Wise and Unhappy"
100,"Male",37,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",5,"No","Too Low","TRUE","Wise and Unhappy"
124,"Female",50,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",20,"No","Too Low","FALSE","Wise and Unhappy"
25,"Female",33,"Democrat","Strongly disapprove","College degree","Likely","Real and Caused by People",3,"Somewhat Disagree","Strongly Disagree",15,"Yes","About Right","FALSE","Wise and Unhappy"
109,"Male",47,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",80,"No","Too Low","FALSE","Wise and Unhappy"
105,"Male",46,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
57,"Male",27,"Republican","Strongly Approve","College degree","Likely","Real and Caused by People",4,"Somewhat Agree","Neither Agree nor Disagree",150,"Yes","Too Low","TRUE","Unwise and happy"
74,"Male",21,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Strongly Disagree","Strongly Agree",0,"Yes","About Right","TRUE","Wise and Unhappy"
136,"Female",75,"Republican","Strongly Approve","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Neither Agree nor Disagree",7,"Yes","Too Low","TRUE","Wise and Unhappy"
250,"Male",24,"Independent","Somewhat disapprove","College degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",15,"Yes","Too Low","TRUE","Unwise and happy"
100,"Female",24,"Republican","Somewhat Approve","Some college","Unlikely","Real and Caused by People",1,"Somewhat Disagree","Strongly Agree",10,"No","Too Low","TRUE","Wise and Unhappy"
42,"Male",30,"Independent","Strongly disapprove","College degree","Likely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",10,"No","Too Low","TRUE","Unwise and happy"
63,"Male",23,"Independent","Strongly Approve","High school","Likely","Real and Caused by People",1,"Somewhat Disagree","Strongly Disagree",200,"No","About Right","TRUE","Wise and Unhappy"
32,"Male",51,"Democrat","Somewhat disapprove","High school","Unlikely","Real and Caused by People",5,"Somewhat Agree","Strongly Agree",1,"Yes","Too Low","TRUE","Wise and Unhappy"
58,"Female",53,"Independent","Strongly Approve","High school","Unlikely","Real but not Caused by People",0,"Strongly Disagree","Strongly Agree",0,"Yes","Too High","TRUE","Unwise and happy"
135,"Female",51,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",3,"Yes","Too Low","FALSE","Wise and Unhappy"
81,"Female",66,"Independent","Neither approve nor disapprove","High school","Likely","Real and Caused by People",0,"Somewhat Disagree","Strongly Agree",100,"No","Too High","FALSE","Unwise and happy"
46,"Male",50,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real but not Caused by People",0,"Strongly Agree","Somewhat Agree",5,"No","Too Low","TRUE","Wise and Unhappy"
76,"Female",24,"Republican","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",20,"No","Too Low","FALSE","Wise and Unhappy"
95,"Female",47,"Republican","Neither approve nor disapprove","Graduate degree","Unlikely","Not Real At All",0,"Neither Agree nor Disagree","Strongly Agree",100,"No","About Right","TRUE","Unwise and happy"
23,"Female",50,"Independent","Strongly Approve","Graduate degree","Likely","Not Real At All",5,"Somewhat Agree","Somewhat Agree",50,"No","Too Low","TRUE","Wise and Unhappy"
38,"Male",41,"Republican","Neither approve nor disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",5,"No","About Right","TRUE","Unwise and happy"
68,"Other",86,"Republican","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",25,"No","About Right","TRUE","Unwise and happy"
177,"Female",54,"Republican","Somewhat Approve","Graduate degree","Unlikely","Real but not Caused by People",3,"Somewhat Agree","Strongly Agree",6,"No","About Right","FALSE","Unwise and happy"
79,"Male",69,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",4,"Yes","Too High","TRUE","Unwise and happy"
46,"Female",47,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"Yes","Too Low","FALSE","Unwise and happy"
106,"Male",37,"Republican","Strongly Approve","Some college","Unlikely","Real but not Caused by People",4,"Neither Agree nor Disagree","Strongly Agree",1,"Yes","About Right","TRUE","Wise and Unhappy"
73,"Female",38,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",15,"No","Too Low","FALSE","Wise and Unhappy"
18,"Male",46,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",3,"Strongly Disagree","Somewhat Disagree",1,"No","About Right","TRUE","Unwise and happy"
17,"Female",52,"Republican","Strongly Approve","High school","Unlikely","Real but not Caused by People",0,"Strongly Disagree","Somewhat Agree",5,"No","Too High","FALSE","Wise and Unhappy"
135,"Male",65,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",0,"Somewhat Disagree","Strongly Disagree",0,"No","Too High","TRUE","Unwise and happy"
61,"Male",35,"Democrat","Strongly disapprove","College degree","Unlikely","Not Real At All",5,"Somewhat Agree","Strongly Agree",2,"No","About Right","FALSE","Unwise and happy"
57,"Female",50,"Republican","Strongly Approve","College degree","Likely","Not Real At All",3,"Somewhat Disagree","Somewhat Disagree",0,"No","Too High","FALSE","Unwise and happy"
56,"Female",51,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",200,"Yes","Too Low","TRUE","Wise and Unhappy"
14,"Other",96,"Independent","Strongly Approve","Graduate degree","Likely","Real and Caused by People",5,"Strongly Agree","Somewhat Agree",1000,"Yes","About Right","TRUE","Unwise and happy"
98,"Male",47,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",7,"No","Too Low","TRUE","Unwise and happy"
120,"Male",30,"Independent","Somewhat Approve","College degree","Unlikely","Real but not Caused by People",2,"Strongly Agree","Somewhat Agree",5,"No","About Right","TRUE","Unwise and happy"
142,"Female",53,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"No","Too Low","FALSE","Wise and Unhappy"
10,"Male",86,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",150,"No","Too Low","FALSE","Wise and Unhappy"
211,"Female",48,"Republican","Somewhat Approve","Some college","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",1,"Yes","About Right","TRUE","Unwise and happy"
47,"Male",51,"Independent","Strongly Approve","High school","Likely","Not Real At All",5,"Strongly Disagree","Strongly Agree",0,"No","Too High","TRUE","Unwise and happy"
72,"Female",65,"Democrat","Strongly disapprove","High school","Likely","Real and Caused by People",3,"Strongly Disagree","Strongly Agree",50,"Yes","Too Low","TRUE","Unwise and happy"
39,"Male",45,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
55,"Other",47,"Republican","Strongly Approve","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",1,"Yes","Too High","TRUE","Unwise and happy"
116,"Male",48,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Somewhat Agree","Somewhat Agree",5,"No","Too Low","FALSE","Unwise and happy"
9,"Other",48,"Democrat","Strongly disapprove","High school","Unlikely","Not Real At All",0,"Somewhat Disagree","Strongly Agree",0,"Yes","About Right","TRUE","Unwise and happy"
35,"Male",30,"Republican","Strongly Approve","High school","Unlikely","Not Real At All",4,"Strongly Agree","Strongly Agree",0,"No","About Right","FALSE","Unwise and happy"
5,"Female",48,"Independent","Somewhat disapprove","Other","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Disagree",30,"Yes","Too Low","TRUE","Unwise and happy"
23,"Female",51,"Democrat","Strongly disapprove","Some college","Unlikely","Real but not Caused by People",2,"Strongly Agree","Strongly Agree",0,"No","About Right","TRUE","Wise and Unhappy"
164,"Male",35,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",10,"No","Too Low","FALSE","Wise and Unhappy"
90,"Female",48,"Democrat","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Somewhat Disagree",1,"Yes","Too Low","TRUE","Unwise and happy"
9,"Male",22,"Independent","Strongly Approve","High school","Likely","Not Real At All",3,"Strongly Agree","Strongly Disagree",200,"No","About Right","FALSE","Unwise and happy"
131,"Female",51,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Disagree",40,"No","Too Low","FALSE","Wise and Unhappy"
74,"Male",73,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",0,"Somewhat Disagree","Strongly Disagree",5,"No","Too High","TRUE","Unwise and happy"
146,"Female",23,"Independent","Strongly disapprove","College degree","Likely","Real and Caused by People",2,"Somewhat Agree","Somewhat Agree",8,"Yes","Too Low","TRUE","Wise and Unhappy"
103,"Female",51,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",5,"Strongly Disagree","Strongly Disagree",15,"Yes","Too High","TRUE","Wise and Unhappy"
39,"Male",42,"Republican","Strongly Approve","High school","Unlikely","Real and Caused by People",4,"Somewhat Agree","Somewhat Agree",1,"Yes","Too Low","FALSE","Wise and Unhappy"
98,"Male",84,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",30,"No","Too Low","FALSE","Wise and Unhappy"
54,"Female",77,"Republican","Strongly Approve","High school","Likely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Agree",260,"No","Too High","TRUE","Unwise and happy"
80,"Female",37,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",4,"Yes","Too Low","FALSE","Unwise and happy"
86,"Male",50,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Somewhat Agree",0,"Yes","Too Low","FALSE","Wise and Unhappy"
130,"Male",30,"Republican","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",4,"Yes","About Right","TRUE","Unwise and happy"
113,"Female",31,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"Yes","About Right","TRUE","Unwise and happy"
96,"Female",24,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",20,"Yes","Too Low","FALSE","Wise and Unhappy"
