CapShape,CapSurface,CapColor,Bruised,Odor,GillSpace,GillSize,GillColor,StalkShape,StalkAboveRing,StalkBelowRing,Status,ColorAboveRing,ColorBelowRing,RingNumber,RingType,SporeColor,Population,Habitat
f,y,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,g
f,y,g,f,f,c,b,h,e,k,k,p,n,b,o,l,h,y,p
x,y,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,g
x,y,g,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,d
x,f,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,p
f,y,n,t,n,c,b,n,t,s,s,e,g,g,o,p,n,v,d
x,y,g,f,f,c,b,g,e,k,k,p,n,n,o,l,h,y,g
f,f,y,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,g
x,y,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,v,p
x,y,y,f,f,c,b,p,e,k,k,p,p,p,o,l,h,y,g
f,f,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,y,p
f,f,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,y,g
x,y,y,f,f,c,b,h,e,k,k,p,b,n,o,l,h,y,g
x,y,y,f,f,c,b,p,e,k,k,p,b,b,o,l,h,y,p
x,y,n,f,s,c,n,b,t,s,k,p,p,w,o,e,w,v,d
f,y,g,f,f,c,b,p,e,k,k,p,n,n,o,l,h,y,p
x,y,g,f,f,c,b,g,e,k,k,p,n,n,o,l,h,y,p
f,y,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,v,g
f,y,g,f,f,c,b,g,e,k,k,p,p,p,o,l,h,v,d
f,f,g,f,f,c,b,h,e,k,k,p,b,p,o,l,h,y,g
f,y,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,y,g
x,f,y,f,f,c,b,g,e,k,k,p,n,b,o,l,h,y,d
x,s,w,t,f,c,b,p,t,f,f,p,w,w,o,p,h,v,u
x,y,y,f,f,c,b,g,e,k,k,p,p,b,o,l,h,v,g
f,f,y,f,f,c,b,g,e,k,k,p,p,p,o,l,h,y,p
x,f,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,g
x,y,y,f,f,c,b,g,e,k,k,p,n,b,o,l,h,v,p
f,y,y,f,f,c,b,h,e,k,k,p,b,n,o,l,h,v,g
x,y,y,f,f,c,b,h,e,k,k,p,n,b,o,l,h,y,g
x,y,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,v,p
f,y,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,p
f,f,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,p
f,f,g,f,f,c,b,h,e,k,k,p,b,b,o,l,h,v,p
f,y,n,t,n,c,b,p,t,s,s,e,w,p,o,p,k,y,d
x,y,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,d
x,y,g,f,f,c,b,g,e,k,k,p,n,n,o,l,h,v,p
f,y,g,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,g
f,y,g,f,f,c,b,g,e,k,k,p,p,b,o,l,h,v,g
x,y,y,f,f,c,b,g,e,k,k,p,b,p,o,l,h,y,d
f,f,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,v,p
x,y,g,f,f,c,b,p,e,k,k,p,p,p,o,l,h,v,d
x,y,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,v,d
x,f,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,y,d
f,f,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,y,d
f,y,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,v,g
x,y,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,p
f,f,y,f,f,c,b,h,e,k,k,p,p,b,o,l,h,y,p
x,s,g,t,f,c,b,p,t,f,s,p,w,w,o,p,h,v,g
x,y,n,f,y,c,n,b,t,s,k,p,p,p,o,e,w,v,p
x,s,g,f,c,w,n,u,e,s,s,p,w,w,o,p,k,v,d
x,f,y,f,f,c,b,g,e,k,k,p,n,n,o,l,h,y,d
f,y,g,f,f,c,b,h,e,k,k,p,b,n,o,l,h,v,g
f,y,g,f,f,c,b,g,e,k,k,p,p,b,o,l,h,y,d
x,y,y,f,f,c,b,p,e,k,k,p,n,b,o,l,h,v,g
x,y,y,f,f,c,b,p,e,k,k,p,b,b,o,l,h,v,g
x,y,g,f,f,c,b,p,e,k,k,p,b,b,o,l,h,y,d
f,y,g,f,f,c,b,g,e,k,k,p,p,p,o,l,h,y,d
f,y,g,f,f,c,b,h,e,k,k,p,b,n,o,l,h,y,g
f,f,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,y,g
x,f,y,f,f,c,b,p,e,k,k,p,b,b,o,l,h,v,d
f,f,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,v,p
f,f,g,f,f,c,b,p,e,k,k,p,p,b,o,l,h,y,p
f,f,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,y,p
f,y,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,y,d
f,f,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,v,p
f,f,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,d
x,y,g,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,g
x,y,g,f,f,c,b,p,e,k,k,p,b,b,o,l,h,v,g
x,y,g,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,d
f,f,g,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,d
x,f,y,f,f,c,b,g,e,k,k,p,p,b,o,l,h,v,d
x,y,n,f,s,c,n,b,t,s,s,p,p,p,o,e,w,v,l
x,y,g,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,d
f,y,g,f,f,c,b,h,e,k,k,p,n,b,o,l,h,v,p
f,y,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,d
f,f,y,f,f,c,b,g,e,k,k,p,b,p,o,l,h,y,g
x,y,y,f,f,c,b,g,e,k,k,p,n,n,o,l,h,v,d
x,f,y,f,f,c,b,h,e,k,k,p,p,b,o,l,h,v,g
f,f,g,f,f,c,b,h,e,k,k,p,n,n,o,l,h,y,p
x,y,g,f,f,c,b,g,e,k,k,p,n,p,o,l,h,v,p
f,f,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,g
x,f,y,f,f,c,b,p,e,k,k,p,n,p,o,l,h,y,g
f,y,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,y,d
x,y,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,y,p
x,y,g,f,f,c,b,g,e,k,k,p,p,b,o,l,h,v,g
f,f,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,d
f,y,g,f,f,c,b,h,e,k,k,p,n,n,o,l,h,v,g
f,f,g,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,g
f,y,g,f,f,c,b,p,e,k,k,p,n,n,o,l,h,v,g
x,f,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,y,g
f,f,y,f,f,c,b,h,e,k,k,p,p,p,o,l,h,v,d
f,f,g,f,f,c,b,p,e,k,k,p,p,p,o,l,h,v,d
f,y,y,f,f,c,b,h,e,k,k,p,n,b,o,l,h,v,g
f,y,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,g
f,f,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,g
x,y,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,p
f,f,y,f,f,c,b,p,e,k,k,p,b,b,o,l,h,v,p
f,y,g,f,f,c,b,g,e,k,k,p,p,p,o,l,h,v,g
x,y,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,d
x,f,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,p
x,f,y,f,f,c,b,g,e,k,k,p,p,b,o,l,h,y,d
f,f,g,t,n,c,b,u,t,s,s,e,g,g,o,p,n,v,d
x,y,g,f,f,c,b,h,e,k,k,p,p,p,o,l,h,y,d
f,f,y,f,f,c,b,p,e,k,k,p,n,b,o,l,h,v,g
x,y,y,f,f,c,b,p,e,k,k,p,n,b,o,l,h,v,d
f,y,g,f,f,c,b,p,e,k,k,p,n,p,o,l,h,v,d
x,y,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,p
x,f,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,v,d
x,y,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,y,p
f,f,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,v,g
x,y,g,f,f,c,b,g,e,k,k,p,p,n,o,l,h,y,p
f,y,g,f,f,c,b,p,e,k,k,p,n,n,o,l,h,y,g
f,y,g,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,p
x,f,y,f,f,c,b,g,e,k,k,p,p,p,o,l,h,y,p
f,f,e,t,n,c,b,w,t,s,s,e,w,g,o,p,n,v,d
x,y,y,f,f,c,b,h,e,k,k,p,p,p,o,l,h,y,d
f,f,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,v,d
x,y,g,f,f,c,b,g,e,k,k,p,b,n,o,l,h,y,p
f,y,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,p
f,f,g,f,f,c,b,p,e,k,k,p,b,n,o,l,h,y,p
f,f,g,f,f,c,b,p,e,k,k,p,n,b,o,l,h,y,d
f,f,g,f,f,c,b,p,e,k,k,p,n,p,o,l,h,v,g
f,y,g,f,f,c,b,h,e,k,k,p,p,n,o,l,h,y,d
f,f,y,f,f,c,b,h,e,k,k,p,p,b,o,l,h,v,d
x,f,y,f,f,c,b,h,e,k,k,p,p,p,o,l,h,y,d
x,y,g,f,f,c,b,p,e,k,k,p,n,n,o,l,h,v,p
x,y,g,f,f,c,b,p,e,k,k,p,b,n,o,l,h,y,p
x,f,w,f,c,c,n,g,e,s,s,p,w,w,o,p,n,v,d
f,f,g,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,d
x,f,y,f,f,c,b,h,e,k,k,p,p,p,o,l,h,v,p
f,y,g,f,f,c,b,p,e,k,k,p,p,p,o,l,h,v,d
x,f,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,v,g
f,y,g,f,f,c,b,h,e,k,k,p,p,n,o,l,h,v,d
f,y,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,v,d
f,f,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,y,p
x,y,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,g
f,y,y,f,f,c,b,p,e,k,k,p,n,b,o,l,h,v,g
f,f,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,p
x,f,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,d
f,f,y,f,f,c,b,g,e,k,k,p,n,b,o,l,h,v,g
x,y,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,y,p
f,f,y,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,d
x,f,y,f,f,c,b,p,e,k,k,p,b,b,o,l,h,v,g
f,y,g,f,f,c,b,h,e,k,k,p,n,n,o,l,h,y,d
f,f,g,f,f,c,b,p,e,k,k,p,p,b,o,l,h,y,d
f,f,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,g
f,f,g,f,f,c,b,p,e,k,k,p,b,b,o,l,h,v,d
f,f,g,f,f,c,b,h,e,k,k,p,p,n,o,l,h,y,g
f,f,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,d
x,y,y,f,f,c,b,g,e,k,k,p,p,p,o,l,h,y,d
x,y,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,v,d
f,f,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,y,d
x,y,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,v,d
x,y,y,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,g
x,y,n,f,y,c,n,b,t,s,s,p,p,w,o,e,w,v,d
x,f,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,g
x,y,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,d
f,y,g,f,f,c,b,p,e,k,k,p,n,b,o,l,h,y,d
x,y,y,f,f,c,b,p,e,k,k,p,n,p,o,l,h,y,d
f,y,g,f,f,c,b,p,e,k,k,p,p,b,o,l,h,v,p
f,y,g,f,f,c,b,p,e,k,k,p,p,b,o,l,h,y,d
f,f,g,f,f,c,b,p,e,k,k,p,p,b,o,l,h,v,p
x,f,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,v,p
f,f,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,y,g
f,f,y,f,f,c,b,g,e,k,k,p,p,p,o,l,h,y,d
f,y,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,v,p
f,y,g,f,f,c,b,h,e,k,k,p,n,b,o,l,h,y,g
f,f,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,y,g
f,y,g,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,d
f,f,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,v,d
f,y,g,f,f,c,b,g,e,k,k,p,p,b,o,l,h,v,p
x,f,g,f,c,c,n,u,e,s,s,p,w,w,o,p,k,s,d
f,f,e,t,n,c,b,w,t,s,s,e,g,w,o,p,k,v,d
x,y,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,p
x,y,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,d
f,y,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,v,g
f,f,g,t,n,c,b,u,t,s,s,e,p,w,o,p,k,v,d
x,y,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,d
x,y,y,f,f,c,b,p,e,k,k,p,p,b,o,l,h,v,p
f,f,y,f,f,c,b,p,e,k,k,p,n,p,o,l,h,y,p
x,f,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,p
x,f,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,d
x,y,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,g
f,s,w,t,f,c,b,w,t,s,f,p,w,w,o,p,h,s,u
x,y,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,v,d
x,f,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,g
f,y,g,f,f,c,b,g,e,k,k,p,p,p,o,l,h,y,p
x,y,g,f,f,c,b,p,e,k,k,p,p,p,o,l,h,v,p
x,f,y,f,f,c,b,p,e,k,k,p,n,b,o,l,h,v,d
f,f,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,d
f,y,g,f,f,c,b,p,e,k,k,p,b,b,o,l,h,v,g
x,y,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,y,g
f,f,g,f,f,c,b,g,e,k,k,p,b,n,o,l,h,y,g
f,y,n,t,n,c,b,n,t,s,s,e,p,p,o,p,n,y,d
x,f,y,f,f,c,b,h,e,k,k,p,p,n,o,l,h,v,p
f,f,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,d
x,y,g,f,f,c,b,h,e,k,k,p,n,b,o,l,h,y,p
f,f,y,f,f,c,b,p,e,k,k,p,n,n,o,l,h,y,g
x,f,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,v,d
x,y,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,p
x,f,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,p
f,y,g,f,f,c,b,g,e,k,k,p,n,p,o,l,h,v,g
x,s,w,t,f,c,b,h,t,f,f,p,w,w,o,p,h,s,u
x,y,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,v,g
x,y,g,f,f,c,b,p,e,k,k,p,n,p,o,l,h,y,d
x,f,y,f,f,c,b,p,e,k,k,p,p,p,o,l,h,y,p
f,f,g,f,f,c,b,h,e,k,k,p,p,n,o,l,h,y,d
x,y,g,f,f,c,b,g,e,k,k,p,p,b,o,l,h,y,p
f,f,g,f,f,c,b,h,e,k,k,p,b,n,o,l,h,y,g
f,f,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,g
x,y,g,f,f,c,b,h,e,k,k,p,p,p,o,l,h,y,p
f,y,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,y,p
f,f,g,f,f,c,b,h,e,k,k,p,p,n,o,l,h,y,p
x,y,y,f,f,c,b,g,e,k,k,p,b,p,o,l,h,y,p
x,y,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,y,p
f,f,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,g
x,f,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,d
f,y,g,f,f,c,b,g,e,k,k,p,n,b,o,l,h,y,d
f,y,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,y,p
x,y,g,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,g
x,y,g,f,f,c,b,g,e,k,k,p,b,n,o,l,h,y,d
f,f,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,y,p
f,f,g,f,f,c,b,p,e,k,k,p,b,n,o,l,h,y,d
x,y,g,f,f,c,b,h,e,k,k,p,b,n,o,l,h,y,p
f,f,y,f,f,c,b,p,e,k,k,p,p,p,o,l,h,v,p
f,y,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,d
x,y,g,f,f,c,b,p,e,k,k,p,n,p,o,l,h,y,g
f,f,g,f,f,c,b,h,e,k,k,p,b,b,o,l,h,v,d
x,y,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,g
f,f,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,v,d
x,y,y,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,p
x,f,y,f,f,c,b,p,e,k,k,p,p,p,o,l,h,y,g
x,y,g,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,p
f,f,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,p
f,y,n,t,n,c,b,n,t,s,s,e,w,g,o,p,n,y,d
f,f,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,y,d
x,y,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,y,p
x,s,g,t,f,c,b,h,t,f,f,p,w,w,o,p,h,s,g
f,y,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,v,p
x,y,y,f,f,c,b,p,e,k,k,p,n,p,o,l,h,v,p
x,f,w,f,c,c,n,g,e,s,s,p,w,w,o,p,k,s,d
x,f,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,y,d
x,y,y,f,f,c,b,h,e,k,k,p,p,b,o,l,h,y,g
x,y,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,d
f,f,y,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,g
x,y,g,f,f,c,b,g,e,k,k,p,b,b,o,l,h,v,g
x,y,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,y,g
x,y,g,f,f,c,b,p,e,k,k,p,b,p,o,l,h,v,g
f,f,g,f,f,c,b,g,e,k,k,p,p,n,o,l,h,y,p
f,f,g,f,f,c,b,g,e,k,k,p,p,p,o,l,h,v,p
x,f,y,f,f,c,b,h,e,k,k,p,p,p,o,l,h,y,p
f,f,y,f,f,c,b,h,e,k,k,p,p,n,o,l,h,v,p
x,f,y,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,g
f,f,e,t,n,c,b,w,t,s,s,e,g,w,o,p,n,v,d
f,f,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,y,g
x,f,y,f,f,c,b,g,e,k,k,p,p,p,o,l,h,v,g
x,y,n,f,f,c,n,b,t,k,s,p,p,p,o,e,w,v,l
x,y,g,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,g
x,f,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,d
f,f,g,f,f,c,b,p,e,k,k,p,p,p,o,l,h,y,g
x,y,g,f,f,c,b,g,e,k,k,p,b,b,o,l,h,v,p
x,y,g,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,g
x,f,y,f,f,c,b,h,e,k,k,p,b,p,o,l,h,y,d
f,f,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,y,g
f,y,g,f,f,c,b,g,e,k,k,p,n,p,o,l,h,v,p
f,y,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,y,g
f,y,n,t,n,c,b,n,t,s,s,e,p,w,o,p,n,y,d
x,y,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,v,g
f,f,e,t,n,c,b,w,t,s,s,e,w,w,o,p,k,y,d
x,f,y,f,f,c,b,h,e,k,k,p,b,n,o,l,h,y,d
x,y,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,y,p
f,y,g,f,f,c,b,h,e,k,k,p,p,n,o,l,h,y,p
x,f,y,f,f,c,b,p,e,k,k,p,p,b,o,l,h,y,p
f,f,g,f,f,c,b,h,e,k,k,p,n,b,o,l,h,v,d
f,f,g,f,f,c,b,p,e,k,k,p,p,b,o,l,h,v,d
f,y,g,f,f,c,b,p,e,k,k,p,n,b,o,l,h,y,p
f,y,g,f,f,c,b,g,e,k,k,p,p,n,o,l,h,y,g
x,f,y,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,d
x,y,y,f,f,c,b,h,e,k,k,p,p,n,o,l,h,y,p
f,f,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,v,d
x,y,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,y,d
f,f,y,f,f,c,b,g,e,k,k,p,p,b,o,l,h,y,p
f,y,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,d
f,f,y,f,f,c,b,g,e,k,k,p,p,b,o,l,h,v,d
x,y,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,d
x,y,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,g
x,y,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,v,d
f,y,y,f,f,c,b,h,e,k,k,p,n,b,o,l,h,v,p
x,y,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,y,p
x,f,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,d
f,y,g,f,f,c,b,g,e,k,k,p,b,b,o,l,h,v,d
f,y,g,f,f,c,b,p,e,k,k,p,p,b,o,l,h,v,g
x,y,y,f,f,c,b,p,e,k,k,p,p,n,o,l,h,y,d
f,f,y,f,f,c,b,h,e,k,k,p,p,b,o,l,h,y,d
x,y,g,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,d
x,y,y,f,f,c,b,p,e,k,k,p,b,b,o,l,h,y,d
x,y,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,d
x,y,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,y,g
x,f,y,f,f,c,b,g,e,k,k,p,n,b,o,l,h,v,g
x,y,g,f,f,c,b,p,e,k,k,p,n,b,o,l,h,y,d
f,f,g,f,f,c,b,g,e,k,k,p,p,b,o,l,h,y,p
f,f,g,f,f,c,b,p,e,k,k,p,b,b,o,l,h,v,g
x,y,g,f,f,c,b,h,e,k,k,p,n,n,o,l,h,v,p
x,f,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,d
x,y,g,f,f,c,b,g,e,k,k,p,p,n,o,l,h,y,d
f,f,g,f,f,c,b,p,e,k,k,p,n,b,o,l,h,v,p
x,y,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,p
x,f,y,f,f,c,b,h,e,k,k,p,p,n,o,l,h,v,d
f,y,g,f,f,c,b,p,e,k,k,p,n,n,o,l,h,y,d
f,f,g,f,f,c,b,p,e,k,k,p,b,p,o,l,h,v,p
f,f,y,f,f,c,b,p,e,k,k,p,n,p,o,l,h,v,d
x,f,y,f,f,c,b,h,e,k,k,p,p,p,o,l,h,y,g
f,f,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,y,p
x,f,y,f,f,c,b,p,e,k,k,p,n,b,o,l,h,y,g
f,f,e,t,n,c,b,p,t,s,s,e,p,p,o,p,n,y,d
x,y,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,d
x,f,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,g
f,y,g,f,f,c,b,h,e,k,k,p,n,p,o,l,h,v,g
f,f,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,y,g
f,y,n,t,n,c,b,n,t,s,s,e,p,w,o,p,n,v,d
x,y,y,f,f,c,b,h,e,k,k,p,b,b,o,l,h,y,p
f,f,g,f,f,c,b,h,e,k,k,p,p,b,o,l,h,v,p
x,y,y,f,f,c,b,h,e,k,k,p,p,n,o,l,h,v,p
f,f,y,f,f,c,b,h,e,k,k,p,p,n,o,l,h,y,d
f,y,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,d
f,y,g,f,f,c,b,h,e,k,k,p,p,p,o,l,h,v,g
f,f,g,f,f,c,b,h,e,k,k,p,b,p,o,l,h,v,g
x,y,y,f,f,c,b,p,e,k,k,p,b,n,o,l,h,y,g
f,y,g,f,f,c,b,g,e,k,k,p,n,n,o,l,h,y,p
x,y,y,f,f,c,b,g,e,k,k,p,n,n,o,l,h,y,g
f,f,g,t,n,c,b,u,t,s,s,e,w,w,o,p,n,y,d
x,s,g,t,f,c,b,h,t,f,s,p,w,w,o,p,h,s,g
x,y,n,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
f,s,g,t,f,c,b,p,t,s,f,p,w,w,o,p,h,v,g
f,y,g,f,f,c,b,g,e,k,k,p,b,n,o,l,h,y,g
f,y,y,f,f,c,b,g,e,k,k,p,p,p,o,l,h,v,g
f,y,g,f,f,c,b,p,e,k,k,p,b,p,o,l,h,v,d
f,y,g,f,f,c,b,p,e,k,k,p,n,n,o,l,h,v,p
x,f,y,f,f,c,b,h,e,k,k,p,n,n,o,l,h,v,g
f,f,g,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,d
x,y,y,f,f,c,b,p,e,k,k,p,p,b,o,l,h,y,d
f,f,y,f,f,c,b,p,e,k,k,p,n,b,o,l,h,y,g
f,y,g,f,f,c,b,p,e,k,k,p,p,n,o,l,h,v,g
k,f,n,f,n,c,n,w,e,k,y,p,w,n,o,e,w,v,d
f,f,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,v,d
f,f,y,f,f,c,b,h,e,k,k,p,n,b,o,l,h,v,p
x,y,n,f,s,c,n,b,t,s,k,p,w,p,o,e,w,v,p
f,f,g,f,f,c,b,h,e,k,k,p,p,p,o,l,h,v,d
f,f,g,f,f,c,b,g,e,k,k,p,b,b,o,l,h,y,p
f,s,w,t,f,c,b,w,t,f,f,p,w,w,o,p,h,v,g
f,f,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,v,d
x,y,g,f,f,c,b,h,e,k,k,p,p,n,o,l,h,y,g
x,f,y,f,f,c,b,h,e,k,k,p,n,p,o,l,h,y,g
f,y,y,f,f,c,b,g,e,k,k,p,n,p,o,l,h,v,d
b,f,y,f,n,c,n,w,e,k,y,p,w,n,o,e,w,v,d
f,y,y,f,f,c,b,p,e,k,k,p,n,n,o,l,h,v,d
x,s,g,t,f,c,b,p,t,f,f,p,w,w,o,p,h,s,u
f,y,y,f,f,c,b,h,e,k,k,p,p,p,o,l,h,v,d
f,f,y,f,f,c,b,p,e,k,k,p,p,b,o,l,h,v,g
f,f,y,f,f,c,b,p,e,k,k,p,b,p,o,l,h,v,p
f,f,y,f,f,c,b,g,e,k,k,p,p,n,o,l,h,v,p
k,y,n,f,n,w,n,w,e,f,s,e,w,n,o,e,w,v,l
x,s,w,f,c,c,n,p,e,s,s,p,w,w,o,p,n,v,d
x,f,y,f,f,c,b,g,e,k,k,p,b,n,o,l,h,y,g
x,f,y,f,f,c,b,g,e,k,k,p,n,b,o,l,h,v,p
